population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,1,Décès,101,Canada,1,Homme,9,20-24 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,1.0075056822929106e-05,2.0115103004318114e-05,2.0715673049307983e-06
1,Toute la population,1,Décès,101,Canada,2,Femme,9,20-24 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,1.2100922854990186e-05,2.8744210110080984e-05,1.2101234277553861e-06
1,Toute la population,1,Décès,101,Canada,1,Homme,10,25-29 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,3.2350370491877744e-05,5.509586292539657e-05,9.741391653989915e-06
1,Toute la population,1,Décès,101,Canada,2,Femme,10,25-29 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,4.239441568682435e-05,8.70352914140314e-05,5.6640231780429915e-06
1,Toute la population,1,Décès,101,Canada,1,Homme,11,30-34 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0001135512652462762,0.0001938661087148584,4.421025735850038e-05
1,Toute la population,1,Décès,101,Canada,2,Femme,11,30-34 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,7.99629259825418e-05,0.0001622314973270634,1.1888857225885603e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,12,35-39 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0003308031062940316,0.0005938041945880765,9.32378823992534e-05
1,Toute la population,1,Décès,101,Canada,2,Femme,12,35-39 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.00019689523832389173,0.00040869948765715587,3.092446453256925e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,13,40-44 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0008315932309324406,0.0014603585254968374,0.000228283635848981
1,Toute la population,1,Décès,101,Canada,2,Femme,13,40-44 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.00035493656171285925,0.0008126668171268344,4.818698031507915e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,14,45-49 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0018063211733978638,0.0032898464443609017,0.0005206213069267508
1,Toute la population,1,Décès,101,Canada,2,Femme,14,45-49 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.00044478794235636523,0.0011298657976892273,4.947912672108057e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,15,50-54 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.001966862745033275,0.003602696919514766,0.0004119153895015243
1,Toute la population,1,Décès,101,Canada,2,Femme,15,50-54 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0003049185608956591,0.0007387112865963172,4.687553553458087e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,16,55-59 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0016034060802454276,0.0032017363303580757,0.0001774205434432632
1,Toute la population,1,Décès,101,Canada,2,Femme,16,55-59 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.00015541573090685205,0.00036862794401065595,2.6525351180290344e-05
1,Toute la population,1,Décès,101,Canada,1,Homme,17,60-64 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,0.0008991941492004822,0.0019424503942713038,0.00010465809892093974
1,Toute la population,1,Décès,101,Canada,2,Femme,17,60-64 ans,403,Hépatite C aiguë,169,Tous les facteurs de risque,3,Taux,2023,9.02021702125743e-05,0.0002533344014659046,1.274473773591833e-05
